customer_id,churn_date,disconnect_type,reason,zip,competitor_in_zip
C0043932,2026-03-16,relocation,moved_out_of_footprint,49849,0
C0034875,2026-02-24,voluntary,moved_to_competitor_5g,21931,1
C0043524,2026-03-16,non_payment,collections_writeoff,72611,1
C0013473,2026-02-21,involuntary,fraud,32658,0
C0048587,2026-02-16,voluntary,competitor_fiber,98559,1
C0028524,2026-01-29,relocation,moved_out_of_footprint,11967,0
C0026505,2026-01-18,non_payment,collections_writeoff,98559,1
C0018963,2026-03-07,non_payment,collections_writeoff,50550,0
C0001557,2026-03-05,involuntary,fraud,42052,0
C0039492,2026-01-12,non_payment,collections_writeoff,22726,1
C0006000,2026-01-07,voluntary,competitor_fiber,90631,1
C0042604,2026-01-15,voluntary,price_too_high,71226,0
C0026640,2026-01-20,non_payment,collections_writeoff,58915,1
C0012226,2026-03-22,non_payment,collections_writeoff,50859,1
C0037681,2026-01-21,involuntary,deceased,80363,1
C0009506,2026-03-29,non_payment,collections_writeoff,38047,1
C0037042,2026-02-24,voluntary,competitor_fiber,99082,1
C0001317,2026-03-18,voluntary,competitor_fiber,92374,1
C0001318,2026-01-09,non_payment,collections_writeoff,89248,0
C0038747,2026-02-19,non_payment,collections_writeoff,78102,0
C0035051,2026-02-18,relocation,moved_out_of_footprint,54807,1
C0036936,2026-03-18,non_payment,collections_writeoff,15712,0
C0042037,2026-03-01,involuntary,fraud,21864,1
C0012158,2026-03-09,non_payment,collections_writeoff,45413,0
C0013062,2026-02-02,non_payment,collections_writeoff,82925,0
C0001186,2026-03-12,non_payment,collections_writeoff,84185,0
C0023079,2026-01-02,non_payment,collections_writeoff,48002,0
C0036702,2026-03-29,non_payment,collections_writeoff,57943,1
C0024775,2026-01-15,voluntary,price_too_high,92139,1
C0026564,2026-03-29,non_payment,collections_writeoff,23394,0
C0005670,2026-03-10,involuntary,deceased,27636,1
C0018450,2026-02-04,relocation,moved_out_of_footprint,54807,1
C0032476,2026-03-24,voluntary,competitor_fiber,99820,1
C0012852,2026-02-13,voluntary,price_too_high,21864,1
C0040642,2026-01-15,non_payment,collections_writeoff,84437,0
C0025669,2026-02-07,non_payment,collections_writeoff,92391,1
C0030307,2026-02-25,non_payment,collections_writeoff,31397,0
C0035765,2026-01-21,voluntary,competitor_fiber,38047,1
C0046788,2026-02-28,voluntary,service_quality,54807,1
C0025023,2026-01-01,non_payment,collections_writeoff,55408,1
C0041287,2026-02-03,voluntary,competitor_fiber,92139,1
C0023389,2026-03-06,voluntary,moved_to_competitor_5g,90971,1
C0010183,2026-01-23,voluntary,competitor_fiber,44939,1
C0022709,2026-03-06,non_payment,collections_writeoff,55408,1
C0046619,2026-01-14,voluntary,service_quality,24944,0
C0038938,2026-03-22,voluntary,competitor_fiber,96473,1
C0046663,2026-02-08,non_payment,collections_writeoff,63905,1
C0020508,2026-03-23,voluntary,moved_to_competitor_5g,95873,0
C0001793,2026-03-06,non_payment,collections_writeoff,99820,1
C0033591,2026-03-19,voluntary,service_quality,36136,0
C0024890,2026-01-26,non_payment,collections_writeoff,22726,1
C0018363,2026-01-20,non_payment,collections_writeoff,35401,1
C0017108,2026-02-17,voluntary,price_too_high,85846,1
C0049308,2026-01-21,non_payment,collections_writeoff,57668,1
C0011182,2026-03-11,non_payment,collections_writeoff,96473,1
C0031065,2026-03-09,non_payment,collections_writeoff,25352,0
C0007285,2026-01-01,voluntary,moved_to_competitor_5g,90631,1
C0035970,2026-03-18,voluntary,service_quality,21747,1
C0030230,2026-02-11,involuntary,deceased,24944,0
C0046280,2026-03-04,non_payment,collections_writeoff,50550,0
C0013006,2026-01-03,voluntary,price_too_high,38864,0
C0026012,2026-01-15,voluntary,competitor_fiber,94681,1
C0003315,2026-02-16,non_payment,collections_writeoff,84338,1
C0000317,2026-02-09,non_payment,collections_writeoff,65058,0
C0013949,2026-01-31,non_payment,collections_writeoff,37608,1
C0040255,2026-01-08,non_payment,collections_writeoff,81021,0
C0025746,2026-01-31,voluntary,service_quality,59214,1
C0005711,2026-03-14,voluntary,competitor_fiber,92374,1
C0037007,2026-01-11,voluntary,service_quality,69363,1
C0040871,2026-01-11,non_payment,collections_writeoff,80959,0
C0017483,2026-03-04,non_payment,collections_writeoff,64745,0
C0045447,2026-01-09,involuntary,fraud,99034,1
C0029994,2026-03-10,voluntary,service_quality,50859,1
C0011052,2026-01-17,voluntary,service_quality,53616,0
C0047091,2026-01-17,voluntary,price_too_high,71934,0
C0039136,2026-03-26,non_payment,collections_writeoff,70317,0
C0003890,2026-03-02,non_payment,collections_writeoff,43102,1
C0018133,2026-03-12,involuntary,terms_violation,22457,1
C0046284,2026-01-22,non_payment,collections_writeoff,58648,0
C0027228,2026-02-03,voluntary,service_quality,92374,1
C0010726,2026-03-09,non_payment,collections_writeoff,17727,1
C0030334,2026-03-19,involuntary,terms_violation,95846,0
C0044029,2026-02-24,non_payment,collections_writeoff,30476,1
C0025867,2026-01-28,voluntary,service_quality,79069,0
C0046311,2026-03-11,non_payment,collections_writeoff,11967,0
C0037782,2026-03-30,non_payment,collections_writeoff,31609,0
C0002537,2026-01-26,non_payment,collections_writeoff,69374,0
C0044730,2026-02-09,voluntary,competitor_fiber,33562,0
C0023814,2026-02-21,non_payment,collections_writeoff,99082,1
C0009176,2026-03-27,voluntary,service_quality,94492,0
C0001409,2026-03-25,non_payment,collections_writeoff,30476,1
C0044599,2026-02-17,non_payment,collections_writeoff,81299,0
C0033598,2026-02-26,non_payment,collections_writeoff,99179,0
C0029662,2026-03-08,non_payment,collections_writeoff,70169,0
C0047673,2026-02-27,relocation,moved_out_of_footprint,70434,0
C0020918,2026-01-16,voluntary,moved_to_competitor_5g,69330,0
C0010983,2026-02-01,non_payment,collections_writeoff,44939,1
C0037939,2026-01-29,voluntary,competitor_fiber,26270,0
C0002920,2026-01-09,voluntary,price_too_high,82951,1
C0044120,2026-02-13,voluntary,competitor_fiber,10348,1
C0030940,2026-01-03,involuntary,fraud,38666,0
C0047776,2026-03-17,non_payment,collections_writeoff,99034,1
C0042475,2026-03-12,voluntary,service_quality,85846,1
C0043788,2026-01-30,non_payment,collections_writeoff,44918,0
C0045415,2026-03-17,non_payment,collections_writeoff,55883,0
C0048059,2026-01-29,non_payment,collections_writeoff,42290,1
C0032628,2026-01-01,voluntary,service_quality,22726,1
C0012289,2026-01-10,non_payment,collections_writeoff,50859,1
C0040242,2026-03-22,voluntary,service_quality,43102,1
C0037604,2026-01-08,non_payment,collections_writeoff,33314,0
C0013082,2026-01-30,voluntary,competitor_fiber,42290,1
C0011741,2026-01-09,involuntary,terms_violation,94681,1
C0012055,2026-01-05,voluntary,service_quality,70968,1
C0040640,2026-02-12,non_payment,collections_writeoff,54807,1
C0037007,2026-01-10,non_payment,collections_writeoff,69363,1
C0032485,2026-03-07,voluntary,competitor_fiber,84185,0
C0012341,2026-01-31,non_payment,collections_writeoff,99577,0
C0004120,2026-02-05,relocation,moved_out_of_footprint,13234,0
C0005161,2026-03-27,voluntary,price_too_high,38047,1
C0011656,2026-03-04,voluntary,competitor_fiber,21551,0
C0029148,2026-01-28,non_payment,collections_writeoff,21797,0
C0003403,2026-03-11,non_payment,collections_writeoff,71061,1
C0036393,2026-01-17,voluntary,moved_to_competitor_5g,71061,1
C0026625,2026-03-15,voluntary,price_too_high,36872,1
C0019111,2026-03-15,voluntary,competitor_fiber,24086,0
C0021648,2026-03-02,voluntary,price_too_high,37754,1
C0030942,2026-02-01,voluntary,price_too_high,92391,1
C0042840,2026-03-02,involuntary,deceased,82925,0
C0024807,2026-02-22,involuntary,fraud,50623,0
C0022431,2026-01-25,non_payment,collections_writeoff,53616,0
C0005102,2026-01-13,voluntary,service_quality,76290,0
C0018290,2026-01-13,voluntary,service_quality,10348,1
C0020095,2026-03-26,non_payment,collections_writeoff,40418,0
C0022613,2026-02-25,voluntary,competitor_fiber,44145,0
C0036963,2026-02-15,non_payment,collections_writeoff,44517,0
C0000433,2026-02-24,voluntary,service_quality,42290,1
C0013560,2026-02-22,voluntary,competitor_fiber,59197,1
C0013297,2026-03-01,voluntary,price_too_high,39367,1
C0015380,2026-01-07,voluntary,price_too_high,37754,1
C0029511,2026-03-28,voluntary,service_quality,70434,0
C0018866,2026-03-25,voluntary,moved_to_competitor_5g,96473,1
C0027173,2026-03-24,involuntary,fraud,16607,0
C0031557,2026-01-13,voluntary,price_too_high,70317,0
C0048127,2026-01-08,voluntary,service_quality,99034,1
C0039031,2026-02-21,non_payment,collections_writeoff,47558,0
C0029645,2026-02-13,non_payment,collections_writeoff,33562,0
C0022644,2026-01-14,non_payment,collections_writeoff,14493,1
C0032719,2026-02-01,voluntary,competitor_fiber,44517,0
C0041961,2026-01-25,voluntary,competitor_fiber,55408,1
C0049721,2026-01-25,voluntary,service_quality,71228,0
C0009625,2026-03-10,relocation,moved_out_of_footprint,73118,0
C0021359,2026-02-27,voluntary,competitor_fiber,94492,0
C0033336,2026-01-18,voluntary,moved_to_competitor_5g,44939,1
C0006682,2026-02-24,non_payment,collections_writeoff,20366,1
C0047157,2026-01-24,voluntary,competitor_fiber,69363,1
C0007492,2026-02-05,non_payment,collections_writeoff,21931,1
C0017326,2026-03-01,non_payment,collections_writeoff,57668,1
C0046150,2026-02-01,voluntary,service_quality,84147,1
C0030895,2026-01-10,involuntary,terms_violation,82345,0
C0031567,2026-02-26,involuntary,terms_violation,66347,0
C0009840,2026-03-12,voluntary,competitor_fiber,82925,0
C0011920,2026-01-13,voluntary,service_quality,81021,0
C0013753,2026-01-07,voluntary,competitor_fiber,25464,1
C0022556,2026-03-25,non_payment,collections_writeoff,34200,1
C0005620,2026-03-11,voluntary,competitor_fiber,50859,1
C0031892,2026-01-02,non_payment,collections_writeoff,24086,0
C0008702,2026-01-12,voluntary,service_quality,38864,0
C0013070,2026-01-31,voluntary,competitor_fiber,13234,0
C0044851,2026-01-22,voluntary,service_quality,79069,0
C0045927,2026-02-22,non_payment,collections_writeoff,99820,1
C0044142,2026-03-04,non_payment,collections_writeoff,85846,1
C0048833,2026-03-03,voluntary,moved_to_competitor_5g,14892,1
C0032637,2026-01-28,non_payment,collections_writeoff,39460,0
C0009690,2026-02-21,voluntary,competitor_fiber,50859,1
C0048142,2026-01-08,non_payment,collections_writeoff,64810,1
C0049109,2026-01-22,voluntary,moved_to_competitor_5g,34725,1
C0035343,2026-02-18,involuntary,terms_violation,32768,1
C0044471,2026-01-01,voluntary,service_quality,90971,1
C0030490,2026-02-19,voluntary,service_quality,54807,1
C0028113,2026-02-03,voluntary,competitor_fiber,57668,1
C0021729,2026-02-28,non_payment,collections_writeoff,74521,0
C0031309,2026-02-06,voluntary,price_too_high,82565,1
C0006338,2026-02-24,non_payment,collections_writeoff,53486,0
C0038604,2026-03-31,involuntary,deceased,84155,0
C0048588,2026-03-13,involuntary,deceased,24944,0
C0038448,2026-03-26,non_payment,collections_writeoff,64874,0
C0038171,2026-03-04,voluntary,competitor_fiber,71934,0
C0028518,2026-01-20,voluntary,moved_to_competitor_5g,37754,1
C0003928,2026-01-25,non_payment,collections_writeoff,33823,0
C0015139,2026-02-07,non_payment,collections_writeoff,90971,1
C0008157,2026-01-28,non_payment,collections_writeoff,70434,0
C0035634,2026-01-08,relocation,moved_out_of_footprint,42290,1
C0000560,2026-03-16,voluntary,service_quality,38022,1
C0000563,2026-03-11,voluntary,moved_to_competitor_5g,35401,1
C0030358,2026-01-08,voluntary,service_quality,58915,1
C0049242,2026-02-10,non_payment,collections_writeoff,90971,1
C0026795,2026-01-08,relocation,moved_out_of_footprint,84155,0
C0048942,2026-01-07,non_payment,collections_writeoff,90631,1
C0006986,2026-03-16,relocation,moved_out_of_footprint,24086,0
C0032331,2026-03-03,non_payment,collections_writeoff,72611,1
C0021529,2026-03-06,voluntary,service_quality,55408,1
C0028586,2026-03-09,non_payment,collections_writeoff,94492,0
C0022632,2026-01-21,voluntary,competitor_fiber,20943,1
C0016719,2026-01-08,voluntary,competitor_fiber,42290,1
C0027427,2026-03-07,non_payment,collections_writeoff,99577,0
C0014676,2026-01-11,voluntary,service_quality,24665,1
C0045701,2026-01-24,non_payment,collections_writeoff,76339,0
C0036641,2026-01-09,involuntary,terms_violation,84147,1
C0018483,2026-03-18,non_payment,collections_writeoff,41092,0
C0037857,2026-01-09,voluntary,service_quality,69374,0
C0043970,2026-03-28,non_payment,collections_writeoff,94681,1
C0011411,2026-01-31,voluntary,competitor_fiber,17727,1
C0049009,2026-02-21,voluntary,competitor_fiber,70548,0
C0033334,2026-01-16,voluntary,competitor_fiber,70548,0
C0046277,2026-03-14,voluntary,service_quality,78102,0
C0045005,2026-02-01,voluntary,price_too_high,44535,1
C0033151,2026-03-16,non_payment,collections_writeoff,64760,0
C0036034,2026-03-18,voluntary,price_too_high,23394,0
C0000347,2026-01-06,involuntary,terms_violation,71568,1
C0036611,2026-03-21,non_payment,collections_writeoff,82345,0
C0048862,2026-01-11,voluntary,moved_to_competitor_5g,84147,1
C0018204,2026-02-23,voluntary,service_quality,35401,1
C0045967,2026-03-26,non_payment,collections_writeoff,44145,0
C0047008,2026-03-16,non_payment,collections_writeoff,11739,0
C0039914,2026-03-14,relocation,moved_out_of_footprint,78102,0
C0029471,2026-03-08,non_payment,collections_writeoff,49756,0
C0026257,2026-02-10,voluntary,competitor_fiber,78299,0
C0048647,2026-02-03,voluntary,moved_to_competitor_5g,49965,1
C0000051,2026-01-27,non_payment,collections_writeoff,24665,1
C0010333,2026-03-27,non_payment,collections_writeoff,47558,0
C0016579,2026-02-10,voluntary,price_too_high,49965,1
C0033958,2026-01-31,voluntary,competitor_fiber,38113,0
C0018744,2026-02-03,relocation,moved_out_of_footprint,53616,0
C0029623,2026-02-20,voluntary,competitor_fiber,53486,0
C0002913,2026-01-17,non_payment,collections_writeoff,19147,0
C0013922,2026-03-27,voluntary,moved_to_competitor_5g,21931,1
C0000026,2026-03-24,voluntary,moved_to_competitor_5g,34955,1
C0022658,2026-02-08,voluntary,service_quality,59197,1
C0032480,2026-02-28,voluntary,competitor_fiber,55408,1
C0001185,2026-02-10,voluntary,service_quality,66911,1
C0049201,2026-01-10,non_payment,collections_writeoff,44535,1
C0045666,2026-01-02,voluntary,price_too_high,38047,1
C0022708,2026-02-28,voluntary,service_quality,37608,1
C0008338,2026-03-21,non_payment,collections_writeoff,77889,1
C0033218,2026-03-14,voluntary,service_quality,43102,1
C0033459,2026-01-13,voluntary,price_too_high,67946,1
C0041213,2026-01-10,voluntary,competitor_fiber,64810,1
C0019285,2026-03-10,involuntary,terms_violation,79069,0
C0017703,2026-01-28,non_payment,collections_writeoff,69330,0
C0032020,2026-03-06,non_payment,collections_writeoff,32768,1
C0035253,2026-02-03,voluntary,price_too_high,95590,0
C0036381,2026-01-17,voluntary,competitor_fiber,23944,1
C0019983,2026-02-14,voluntary,price_too_high,92374,1
C0012426,2026-01-09,non_payment,collections_writeoff,11957,0
C0009464,2026-02-01,non_payment,collections_writeoff,25352,0
C0001793,2026-02-17,voluntary,service_quality,99820,1
C0031436,2026-02-06,voluntary,service_quality,98559,1
C0041528,2026-01-21,involuntary,fraud,29795,0
C0012756,2026-02-26,non_payment,collections_writeoff,35401,1
C0044363,2026-03-11,involuntary,deceased,66911,1
C0021384,2026-02-08,non_payment,collections_writeoff,49756,0
C0008418,2026-03-20,non_payment,collections_writeoff,21864,1
C0043835,2026-03-25,voluntary,service_quality,53384,1
C0036140,2026-03-09,voluntary,price_too_high,14646,0
C0016270,2026-01-02,involuntary,terms_violation,82563,0
C0028300,2026-03-27,voluntary,competitor_fiber,50623,0
C0004983,2026-03-12,voluntary,competitor_fiber,92391,1
C0045142,2026-02-08,non_payment,collections_writeoff,77889,1
C0029125,2026-03-26,voluntary,service_quality,25464,1
C0014324,2026-01-14,involuntary,terms_violation,39460,0
C0018403,2026-01-18,non_payment,collections_writeoff,36136,0
C0011911,2026-02-03,voluntary,competitor_fiber,26899,1
C0016413,2026-01-15,voluntary,service_quality,71568,1
C0039535,2026-01-14,non_payment,collections_writeoff,74546,1
C0013552,2026-03-12,voluntary,price_too_high,82954,0
C0030417,2026-01-20,voluntary,competitor_fiber,24944,0
C0009067,2026-02-04,non_payment,collections_writeoff,70434,0
C0034656,2026-02-06,non_payment,collections_writeoff,82565,1
C0006417,2026-03-19,voluntary,competitor_fiber,82951,1
C0002629,2026-01-27,non_payment,collections_writeoff,77328,0
C0035487,2026-02-13,voluntary,competitor_fiber,57668,1
C0043620,2026-01-27,non_payment,collections_writeoff,49226,0
C0041199,2026-03-29,non_payment,collections_writeoff,21864,1
C0016018,2026-03-23,voluntary,competitor_fiber,92374,1
C0037652,2026-02-03,voluntary,competitor_fiber,21747,1
C0041831,2026-03-06,voluntary,moved_to_competitor_5g,61397,1
C0028948,2026-03-04,voluntary,service_quality,96473,1
C0017694,2026-02-02,non_payment,collections_writeoff,80363,1
C0035801,2026-01-07,voluntary,price_too_high,99082,1
C0023177,2026-01-12,non_payment,collections_writeoff,17727,1
C0006793,2026-03-23,non_payment,collections_writeoff,69374,0
C0028570,2026-02-24,voluntary,service_quality,32768,1
C0013433,2026-02-05,voluntary,moved_to_competitor_5g,71061,1
C0007762,2026-01-06,non_payment,collections_writeoff,17727,1
C0042410,2026-01-01,voluntary,price_too_high,36872,1
C0030152,2026-02-12,relocation,moved_out_of_footprint,85422,0
C0007299,2026-01-17,non_payment,collections_writeoff,80363,1
C0013119,2026-03-23,non_payment,collections_writeoff,33693,1
C0049720,2026-02-03,non_payment,collections_writeoff,73118,0
C0034382,2026-01-21,non_payment,collections_writeoff,31397,0
C0021128,2026-02-26,non_payment,collections_writeoff,38864,0
C0049895,2026-03-12,voluntary,moved_to_competitor_5g,23944,1
C0021624,2026-02-24,voluntary,competitor_fiber,74546,1
C0015542,2026-03-13,relocation,moved_out_of_footprint,61397,1
C0038002,2026-01-02,voluntary,competitor_fiber,33314,0
C0035136,2026-01-15,voluntary,service_quality,53486,0
C0032688,2026-01-10,relocation,moved_out_of_footprint,67946,1
C0030646,2026-03-30,voluntary,service_quality,98559,1
C0017546,2026-01-20,voluntary,competitor_fiber,50859,1
C0018326,2026-03-11,involuntary,fraud,37754,1
C0046917,2026-01-05,voluntary,competitor_fiber,99820,1
C0000346,2026-02-17,non_payment,collections_writeoff,37608,1
C0015454,2026-03-16,voluntary,service_quality,10348,1
C0025924,2026-03-12,non_payment,collections_writeoff,32768,1
C0003338,2026-01-19,non_payment,collections_writeoff,79069,0
C0038634,2026-02-25,non_payment,collections_writeoff,74546,1
C0009081,2026-01-17,voluntary,competitor_fiber,16607,0
C0000495,2026-01-06,non_payment,collections_writeoff,24086,0
C0043945,2026-02-09,non_payment,collections_writeoff,82345,0
C0012272,2026-02-16,voluntary,service_quality,84338,1
C0030632,2026-01-06,non_payment,collections_writeoff,53616,0
C0033883,2026-02-15,voluntary,price_too_high,96473,1
C0039888,2026-01-27,voluntary,service_quality,44939,1
C0039075,2026-03-29,voluntary,service_quality,85846,1
C0041303,2026-02-01,non_payment,collections_writeoff,33314,0
C0003127,2026-03-27,involuntary,fraud,38864,0
C0033005,2026-01-14,voluntary,competitor_fiber,54807,1
C0036128,2026-02-15,voluntary,price_too_high,36970,0
C0013624,2026-03-13,non_payment,collections_writeoff,23394,0
C0020947,2026-02-22,non_payment,collections_writeoff,39661,0
C0029482,2026-03-21,involuntary,terms_violation,19147,0
C0029635,2026-01-20,voluntary,competitor_fiber,36872,1
C0036724,2026-01-31,involuntary,deceased,50550,0
C0022554,2026-01-21,voluntary,competitor_fiber,71413,0
C0018887,2026-01-23,voluntary,price_too_high,29795,0
C0018368,2026-02-22,non_payment,collections_writeoff,36970,0
C0026053,2026-01-04,non_payment,collections_writeoff,31609,0
C0021097,2026-01-23,voluntary,price_too_high,14200,0
C0023420,2026-02-12,voluntary,price_too_high,70755,1
C0009610,2026-02-22,voluntary,price_too_high,96952,0
C0029291,2026-03-27,voluntary,competitor_fiber,48318,0
C0030795,2026-02-01,non_payment,collections_writeoff,63402,0
C0024782,2026-02-04,non_payment,collections_writeoff,34200,1
C0008147,2026-01-21,non_payment,collections_writeoff,63402,0
C0024735,2026-03-31,non_payment,collections_writeoff,54744,0
C0041400,2026-01-14,involuntary,deceased,38022,1
C0009493,2026-02-18,relocation,moved_out_of_footprint,38047,1
C0010983,2026-01-05,involuntary,terms_violation,44939,1
C0000124,2026-03-02,non_payment,collections_writeoff,37608,1
C0028512,2026-01-29,non_payment,collections_writeoff,50859,1
C0005845,2026-01-26,voluntary,moved_to_competitor_5g,85846,1
C0009724,2026-02-28,non_payment,collections_writeoff,63651,0
